CODE,COUNTRY,ICAO,LAT,LON,ELEV(M),BEGIN,END
96477099999,MY,WBKT,+06.917,+116.833,+0005.0,19890614,20200808
96481099999,MY,WBKW,+04.313,+118.122,+0017.4,19790702,20200808
96491099999,MY,WBKS,+05.901,+118.059,+0014.0,19490112,20200808
96505099999,ID,WRLB,+03.733,+115.683,+0550.0,19821001,20200808
96507099999,ID,,,,,19930501,19960909
96509099999,ID,WAQQ,+03.333,+117.567,+0006.0,19480101,20200808
96525099999,ID,WRLG,+02.850,+117.333,+0050.0,19881001,20200808
96529099999,ID,WAQT,+02.150,+117.433,+0017.4,19950801,20200808
96533099999,ID,WIOI,+01.083,+109.667,+0038.0,19520114,20050217
96535099999,ID,,+01.767,+109.300,+0015.0,19830401,20200808
96557099999,ID,,-00.350,+111.783,+0037.0,19821101,20200808
96559099999,ID,WIOS,+00.064,+111.473,+0029.9,19510101,20200808
96565099999,ID,,+00.883,+112.933,+0000.0,19990314,20200808
96581099999,ID,WIOO,-00.151,+109.404,+0003.0,19480101,20200808
96583099999,CQ,,+00.000,+109.333,+0004.0,19490103,19650930
96595099999,ID,WRBM,-00.950,+114.900,+0060.0,19510101,20200808
96597099999,ID,,-01.633,+114.833,+0025.0,20020604,20020604
96607099999,ID,WRLS,-00.485,+117.157,+0010.0,19790601,20200808
96615099999,ID,WIOK,-01.817,+109.963,+0014.0,19801001,20200808
96633099999,ID,WALL,-01.268,+116.894,+0003.7,19471101,20200808
96633499999,ID,WARS,-06.973,+110.375,+0003.0,20080409,20081224
96633599999,ID,WARJ,-07.788,+110.432,+0106.7,20061121,20120924
96633699999,ID,WAHQ,-07.500,+110.750,+0127.4,20050111,20200808
96645099999,ID,WRBI,-02.705,+111.673,+0025.0,19520101,20200808
96651099999,ID,,-02.517,+112.950,+0027.0,19460101,20020531
96655099999,ID,WRBP,-02.225,+113.943,+0026.0,19771001,20200808
96685099999,ID,WAOO,-03.442,+114.763,+0020.1,19490103,20200808
96695099999,ID,WRBK,-03.400,+116.217,+0018.0,19460801,20200808
96737099999,ID,,-06.117,+106.133,+0040.0,19420101,20200808
96739099999,ID,WIRR,-06.300,+106.567,+0046.0,19521101,20200808
96741099999,ID,,-06.100,+106.867,+0002.0,19730104,20200808
96742999999,ID,WIII,-06.150,+106.717,+0000.0,19851201,19900701
96743099999,ID,WIID,-06.150,+106.850,+0005.0,19490101,19870330
96745099999,ID,,-06.183,+106.833,+0008.0,19420101,20200808
96747099999,ID,WIIH,-06.267,+106.891,+0026.0,19460101,20060718
96749099999,ID,WIII,-06.126,+106.656,+0010.4,19850402,20200808
96749599999,ID,WIHH,-06.267,+106.891,+0025.6,20050105,20200808
96751099999,ID,,-06.700,+106.933,-0999.9,19930401,20200808
96753099999,ID,,-06.500,+106.750,+0250.0,19730313,20050219
96755099999,ID,,-06.550,+106.900,+0171.0,19500401,20050218
96773099999,ID,WIIK,-06.550,+107.667,+0110.0,19510208,20050219
96781099999,ID,WIIB,-06.901,+107.576,+0740.0,19500403,20200808
96781599999,ID,WICC,-06.901,+107.576,+0742.5,20071016,20180904
96783099999,ID,,-06.883,+107.600,+0791.0,19740801,20050219
96791099999,ID,,-06.750,+108.267,+0050.0,19420101,20200808
96797099999,ID,,-06.850,+109.150,+0010.0,19510101,20200808
96801099999,ID,WIAM,-07.346,+108.247,+0359.0,19420101,20050219
96805099999,ID,WAHL,-07.733,+109.017,+0006.0,19510301,20200808
96837099999,ID,,-06.967,+110.417,+0003.0,19760302,20200808
96839099999,ID,WAHS,-06.983,+110.383,+0004.0,19490101,20200808
96845099999,ID,WRSQ,-07.516,+110.757,+0132.0,19610106,20040824
96853099999,ID,WIIJ,-07.788,+110.432,+0109.0,19490101,20050219
96857099999,ID,,-08.200,+111.050,+0001.0,19810501,20050219
96881099999,ID,WIAR,-07.616,+111.434,+0113.0,19560102,20050218
96925099999,ID,,-05.850,+112.633,+0003.0,19530101,20200808
96933099999,ID,WRSP,-07.217,+112.717,+0003.0,19490101,20200808
96935099999,ID,WRSJ,-07.380,+112.787,+0003.0,19640909,20200808
96935599999,ID,WARR,-07.380,+112.787,+0002.7,20050228,20200112
96937099999,ID,WRSS,-07.217,+113.717,+0003.0,19801001,20200808
96947099999,ID,WIAS,-07.926,+112.714,+0539.0,19491001,20050219
96973099999,ID,,-07.050,+113.967,+0003.0,19750918,20200808
96987099999,ID,,-08.217,+114.383,+0005.0,19560101,20200808
96995099999,KT,YPXM,-10.451,+105.690,+0279.2,19521001,20200808
96996099999,CK,YPCC,-12.188,+096.834,+0003.0,19490103,20200808
97008099999,ID,WAMH,+03.683,+125.528,+0004.9,19460601,20200808
97010099999,ID,,+02.667,+125.333,+0050.0,19510101,19621231
97014099999,ID,WAMM,+01.549,+124.926,+0080.5,19471001,20200808
97016099999,ID,,+01.433,+125.183,+0003.0,19790601,20200808
97028099999,ID,WAMI,+01.017,+120.800,+0002.0,19490301,20200808
97048099999,ID,WAMG,+00.637,+122.850,+0032.0,19510101,20200808
97072099999,ID,,-00.683,+119.733,+0006.0,19460601,20200808
97086099999,ID,WAMW,-01.039,+122.772,+0017.1,19460701,20200808
97096099999,ID,WAMP,-01.417,+120.658,+0053.0,19490301,20200808
97100099999,ID,,-02.000,+121.317,+0002.0,19981225,20020420
97114099999,ID,WAAS,-02.529,+121.357,+0434.0,19990103,20020711
97120099999,ID,,-02.500,+119.000,+0008.0,19830701,20200808
97126099999,ID,WAWM,-02.550,+120.367,+0050.0,19830701,20200808
97142099999,ID,,-04.300,+121.533,+0003.0,20010816,20200808
97146099999,ID,WAAU,-04.082,+122.417,+0051.0,19461101,20200808
97180099999,ID,WAAA,-05.062,+119.554,+0014.3,19470201,20200808
97182099999,ID,,-05.067,+119.550,-0999.9,19840901,20200808
97184099999,ID,,-05.183,+119.483,+0015.0,19910801,20120426
97192099999,ID,WAAB,-05.467,+122.617,+0002.0,19800501,20200808
97192599999,ID,WADD,-08.748,+115.167,+0004.3,20050104,20200808
97220099999,ID,,-08.117,+115.100,+0040.0,19520101,19640430
97230099999,ID,WRRR,-08.749,+115.167,+0001.0,19490101,20200808
97240099999,ID,WADL,-08.750,+116.267,+0096.0,19621004,20200808
97260099999,ID,WRRS,-08.489,+117.412,+0005.0,19620201,20200808
97270099999,ID,WRRB,-08.540,+118.687,+0022.0,19820101,20200808
97284099999,ID,,-08.633,+120.450,+1170.0,20011108,20200808
97290099999,ID,,-08.800,+121.600,+0003.0,20020101,20020609
97300099999,ID,WRKC,-08.641,+122.237,+0003.0,19750701,20200808
97310099999,ID,WRKL,-08.267,+122.967,+0009.0,19830502,20200808
97320099999,ID,WRKM,-08.217,+124.567,+0012.0,19460101,20200808
97330099999,ID,,-08.067,+127.200,+0022.0,19480101,19640531
97340099999,ID,WRRW,-09.669,+120.302,+0012.0,19470101,20200808
97372099999,ID,WRKK,-10.172,+123.671,+0105.0,19461101,20200808
97372599999,ID,WATT,-10.172,+123.671,+0102.1,20080713,20200808
97378099999,ID,WRKR,-10.733,+123.067,+0001.0,19460601,20200808
97378599999,ID,WATL,-08.267,+123.000,+0003.1,20120625,20140905
97380099999,ID,WRKS,-10.500,+121.833,+0026.0,19801001,20200808
97385099999,ID,WPOC,-09.200,+124.367,+0005.0,19601003,20000229
97388099999,TT,,-08.550,+126.567,+0000.0,19821101,19990902
97390099999,TT,WPDL,-08.547,+125.525,+0007.6,19570630,20110419
97394099999,TT,,-08.867,+126.367,+0047.0,19611101,19960911
97395099999,TT,WPEC,-08.486,+126.399,+0541.6,19601003,19990905
97404099999,ID,,+02.050,+129.317,+0015.0,19440916,19950401
97406099999,ID,WAMA,+01.817,+127.833,+0008.0,19830502,20200808
97408099999,ID,,+01.717,+128.000,+0002.0,19510101,19641231
97410099999,ID,,+01.167,+127.883,+0005.0,20020612,20020612
97428099999,ID,,+01.133,+127.500,+0016.0,19510201,19651231
97430099999,ID,WAMT,+00.831,+127.381,+0014.9,19510101,20200808
97450099999,ID,,+00.833,+134.300,+0003.0,19441127,19630331
97460099999,ID,WAPH,-01.617,+124.550,+0003.0,19510101,20200808
97500099999,ID,,-00.867,+131.267,+0027.0,19490106,19531121
97502099999,ID,WASS,-00.926,+131.121,+0003.0,19570630,20200808
97530099999,ID,WASR,-00.892,+134.049,+0007.0,19570630,20200808
97560099999,ID,WABB,-01.190,+136.108,+0014.0,19441104,20200808
97570099999,ID,WABO,-01.867,+136.233,+0003.0,19770521,20200808
97580099999,ID,WAJI,-01.833,+138.717,+0003.0,19440517,20200808
97600099999,ID,WAPN,-02.083,+126.000,+0002.0,19510101,20200808
97630099999,ID,WASF,-02.883,+132.250,+0130.0,19570630,20200808
97682099999,ID,WABI,-03.368,+135.496,+0006.1,19741202,20200808
97686099999,ID,WAJW,-04.103,+138.957,+1549.9,19570630,20200808
97690099999,ID,WAJJ,-02.577,+140.516,+0088.1,19440531,20200808
97698099999,ID,,-02.367,+140.717,+0003.0,19781102,20200808
97700099999,ID,WAPR,-03.250,+127.083,+0020.0,19830701,20200808
97722099999,ID,WAPA,-03.350,+128.883,+0010.0,19801001,20200808
97724099999,ID,WAPP,-03.710,+128.089,+0010.1,19490101,20200808
97748099999,ID,,-03.800,+130.833,+0003.0,19830201,20200808
97760099999,ID,WASK,-03.645,+133.696,+0005.8,19570630,20200808
97780099999,ID,WABT,-03.917,+136.367,+1770.0,19570702,20200808
97789599999,,,,,,20040713,20040715
97790099999,ID,,-04.533,+129.900,+0004.0,19860501,20200808
97796099999,ID,WABN,-04.717,+136.433,+0003.0,19570701,20200808
97810099999,ID,,-05.683,+132.750,+0012.0,19570630,20200808
97876099999,ID,WAKT,-06.100,+140.300,+0016.0,19440424,20200808
97900099999,ID,WAPI,-07.983,+131.300,+0024.0,19540401,20200808
97980099999,ID,WAKK,-08.520,+140.418,+0003.0,19421121,20200808
98132099999,RP,,+20.800,+121.850,+0124.0,19730101,20200808
98133099999,RP,,+19.267,+121.467,+0013.0,19490826,20200808
98134099999,RP,,+20.433,+121.967,+0167.0,20020201,20200808
98135099999,RP,RPUO,+20.451,+121.980,+0088.7,19490101,20070202
98136099999,RP,,+20.433,+121.950,+0167.0,19990419,20020513
98222099999,RP,RPUQ,+17.555,+120.356,+0004.9,19490101,20200808
98223099999,RP,RPLI,+18.178,+120.532,+0007.6,19450331,20200808
98231099999,RP,,+18.367,+121.617,-0999.9,19990327,20000512
98232099999,RP,RPUA,+18.367,+121.633,+0003.0,19450804,20200808
98233099999,RP,RPUT,+17.638,+121.731,+0021.3,19490101,20200808
98321099999,RP,,+16.350,+120.567,+2256.0,19800818,20020803
98322099999,RP,,+15.317,+120.383,+0161.0,19750212,20030102
98323099999,RP,,+15.700,+119.967,+0005.0,19730608,20050615
98324099999,RP,RPUI,+15.333,+119.967,+0005.0,19490104,20200808
98325099999,RP,RPUG,+16.083,+120.350,+0002.0,19450119,20200808
98326099999,RP,RPUF,+14.983,+120.483,+0046.0,19450419,20030222
98327099999,RP,RPLC,+15.186,+120.560,+0147.5,19450214,20200808
98327599999,RP,,+15.183,+120.550,+0151.0,20001119,20081231
98328099999,RP,RPUB,+16.375,+120.620,+1295.7,19490101,20200808
98329099999,RP,,+15.733,+120.933,+0076.0,19490101,20041210
98330099999,RP,,+15.467,+120.950,+0032.0,19900901,20190101
98333099999,RP,RPUR,+15.730,+121.500,+0032.9,19490101,20051007
98334099999,RP,,+15.750,+121.633,+0178.0,19950402,20200808
98336099999,RP,,+16.267,+122.133,+0004.0,19490101,20200808
98423599999,RP,RPUM,+13.217,+120.600,+0004.0,19841128,19850111
98425099999,RP,,+14.583,+120.983,+0013.0,19780705,20200728
9842601231,RP,RPLB,+14.800,+120.267,+0019.0,19450209,20200808
98426099999,RP,RPLB,+14.794,+120.271,+0019.5,20000101,20041231
98427099999,RP,,+14.017,+121.600,+0158.0,19730101,20200808
9842801224,RP,RPLS,+14.500,+120.900,+0004.0,19460930,19991231
98428099999,RP,RPLS,+14.495,+120.904,+0002.4,20000101,20200808
98429099999,RP,RPLL,+14.509,+121.020,+0022.9,19450331,20200808
98429599999,RP,RPAF,+14.517,+121.017,+0023.0,19730620,19850916
98430099999,RP,,+14.650,+121.050,+0046.0,19450228,20200808
98431099999,RP,RPUK,+13.417,+121.183,+0041.0,19490112,20200808
98432099999,RP,,+14.083,+121.050,+0011.0,19490205,20200808
98433099999,RP,,+14.583,+121.367,+0651.0,19490101,20200808
98434099999,RP,,+14.750,+121.650,+0007.0,19490101,20200808
98435099999,RP,,+14.100,+122.017,+0005.0,19730113,20200808
98436099999,RP,RPUL,+13.955,+121.125,+0371.9,20020601,20020601
98437099999,RP,,+13.367,+122.517,+0045.0,19490102,20020801
98437599999,RP,RPUW,+13.361,+121.826,+0009.8,19450725,19910314
98438099999,RP,RPLJ,+14.700,+122.333,-0999.9,20020721,20041222
98439099999,RP,,+14.117,+122.950,+0010.0,19490101,19830309
98440099999,RP,RPUD,+14.129,+122.980,+0003.0,19740201,20200808
98442099999,RP,,+13.583,+123.267,+0035.0,19911201,20081128
98442599999,RP,RPUN,+13.585,+123.270,+0043.3,19840924,19910106
98443099999,,,,,,20040826,20040826
98444099999,RP,RPLP,+13.157,+123.746,+0020.1,19450503,20200808
98446099999,RP,RPUV,+13.576,+124.206,+0036.9,19490102,20200808
98447099999,RP,,+13.654,+124.341,+0233.0,19730101,20120228
98524199999,RP,RPVV,+12.121,+120.100,+0045.1,20161113,20161113
98526099999,RP,,+12.217,+120.200,+0060.0,19490121,20200807
98531099999,RP,RPUH,+12.362,+121.047,+0004.3,19450717,20200808
98536099999,RP,,+12.583,+122.283,+0047.0,19490101,20200808
9853611231,RP,RPMB,+14.800,+120.267,+0018.3,20160517,20160517
98537099999,RP,RPVK,+11.683,+122.383,+0006.0,20151022,20200506
98537599999,RP,RPVK,+11.683,+122.367,+0007.0,19841210,19850111
98538099999,RP,RPVR,+11.598,+122.752,+0003.0,19490126,20200808
98543099999,RP,RPVJ,+12.369,+123.629,+0007.9,19490104,20200808
98545099999,RP,RPVC,+12.067,+124.533,+0003.0,20101030,20171216
98545599999,RP,RPVC,+12.083,+124.550,+0003.0,19841210,19850111
98546099999,RP,RPVF,+12.502,+124.636,+0001.8,19490101,20200808
98548099999,RP,RPVY,+11.783,+124.883,+0005.0,19730101,20200808
98550099999,RP,RPVA,+11.228,+125.028,+0003.0,19441022,20200808
98553099999,RP,RPVW,+11.667,+125.450,+0003.0,19590101,20200808
98558099999,RP,RPVG,+11.036,+125.742,+0002.1,19740103,20200808
98602099999,RP,,+10.720,+115.820,+0000.0,19830813,20101103
98618099999,RP,RPVP,+09.742,+118.759,+0021.6,19450331,20200808
98630099999,RP,RPLO,+10.850,+121.000,+0004.0,19490106,20200808
98637099999,RP,RPVI,+10.713,+122.541,+0008.2,19450602,20160509
98639599999,RP,RPVB,+10.650,+122.933,+0006.0,19840926,19850111
98642099999,RP,RPVD,+09.334,+123.300,+0004.6,19490101,20200808
98644099999,RP,RPVT,+09.664,+123.853,+0011.6,19730101,20200808
98644599999,RP,RPVN,+11.160,+123.950,+0015.0,20110404,20170602
98645099999,RP,,+10.333,+123.900,+0035.0,19490101,19780802
98646099999,RP,RPVM,+10.308,+123.979,+0009.4,19650731,20200808
98648099999,RP,RPSM,+10.133,+124.867,+0072.0,19730727,20200808
98653099999,RP,RPMS,+09.783,+125.483,+0055.0,19490102,20200808
98654599999,RP,RPMW,+09.072,+126.171,+0004.9,19841210,19850111
98741099999,RP,RPMG,+08.601,+123.334,+0003.7,19590101,20200808
98742099999,RP,RPMP,+07.827,+123.458,+0001.5,20200325,20200505
98742599999,RP,RPWP,+07.833,+123.450,+0002.0,19840926,19900921
98744599999,RP,RPWI,+08.167,+123.850,+0010.0,19840926,19850111
98745099999,RP,RPMM,+07.617,+124.059,+0008.0,20181023,20181023
98745599999,RP,RPWM,+07.617,+124.050,+0008.0,19440914,19840926
98746099999,RP,RPMC,+07.167,+124.217,+0062.0,19490101,20200808
98746199999,RP,RPWC,+07.233,+124.250,+0017.0,19840912,19850111
98747099999,RP,,+08.417,+124.617,+0188.0,19770401,20200703
98748099999,RP,RPML,+08.483,+124.650,+0006.0,19490101,20191009
98751099999,RP,RPMY,+08.150,+125.133,+0627.0,19490101,20200808
98752099999,RP,RPME,+08.950,+125.483,+0046.0,19810101,20200808
98753099999,RP,RPMD,+07.126,+125.646,+0029.3,19740601,20200808
98754099999,RP,,+07.067,+125.600,+0019.0,19490101,19751111
98755099999,RP,,+08.367,+126.333,+0003.0,19491001,20200808
98830099999,RP,RPMJ,+06.050,+121.000,+0013.0,19490101,19900921
98836099999,RP,RPMZ,+06.922,+122.060,+0010.1,19450312,20200808
98848599999,RP,RPMA,+06.367,+124.751,+0200.9,19840926,20191215
9885101231,RP,RPMB,+14.800,+120.267,+0018.3,20050101,20200808
98851099999,RP,RPMB,+06.050,+125.100,+0133.0,19730101,20180501
99001099999,,,+10.350,-065.017,,19600101,19661231
99005599999,,,+00.000,-094.983,+0003.0,20180101,20180425
99005699999,,,+00.000,-109.900,+0003.0,20180101,20180425
99005899999,,,-00.183,-124.400,+0003.0,20180101,20180425
99006099999,,,+00.100,-140.000,+0003.0,20180101,20180425
99006199999,,,+00.100,+147.000,+0003.0,19291001,19381001
99006299999,US,,+00.000,+138.000,+0000.0,20041227,20041227
99006399999,,,+00.000,+156.000,+0003.0,20180101,20180425
99006599999,,,+00.000,+165.000,+0003.0,20180101,20180425
99006699999,,,+00.000,+170.000,+0000.0,20041103,20041103
99007499999,,,+00.000,-010.000,+0003.0,20180101,20180425
99007599999,,,+00.000,-023.000,+0000.0,20041001,20041001
99007699999,,,+00.000,-035.000,+0000.0,20041110,20041110
99008099999,,,+12.000,-095.000,+0000.0,19730102,19960304
99009399999,US,,+02.000,+165.000,+0000.0,20180101,20180425
99010099999,,,+02.000,+147.000,+0000.0,20040909,20041230
99011399999,,,-02.000,-010.000,+0000.0,20040923,20040923
99011599999,US,,+04.000,-038.000,+0000.0,20041016,20041016
99014299999,,,-06.000,-010.000,+0003.0,20180101,20180326
99015499999,,,+07.600,+136.700,+0003.0,20180101,20180425
99015899999,,,-07.983,-095.267,+0003.0,20180101,20180425
99016699999,US,,+51.650,-006.700,+0005.0,20080101,20081231
99017099999,US,,+57.000,-020.000,+0000.0,19750716,20020601
99017499999,KR,,+00.000,-153.913,+0000.0,20040907,20081231
99017999999,US,,+27.500,-090.460,+0000.0,20040907,20041231
99018099999,US,,+66.000,+002.000,+0010.0,19730101,20041224
99018199999,US,,+57.100,-151.700,+0010.0,20041129,20041227
99020099999,,,+71.500,+019.000,+0000.0,20160202,20160212
99021099999,CA,C7P,+50.000,-145.000,+0000.0,19730101,19810624
99023099999,US,,+47.000,-017.000,+0000.0,19750716,20020303
99025099999,US,,+29.000,+135.017,+0000.0,19750822,19970607
99090099999,,,+66.000,+002.000,+0000.0,20160202,20160212
99092099999,US,,+09.200,+101.400,+0000.0,20010123,20130430
99118099999,US,,+00.000,+000.000,+0000.0,20011104,20011104
99119099999,US,,+00.000,+000.000,+0000.0,20020329,20020329
99120099999,US,,+00.000,+000.000,+0000.0,20020516,20020516
99200099999,US,,+24.500,-081.400,+0003.0,19950114,19961119
99201099999,,,,,,19771002,20081231
99201199999,US,,+33.721,-078.015,+0003.0,20180101,20180425
99201299999,US,,+35.750,-075.330,+0003.0,20180101,20180425
99201399999,US,,+19.780,-154.970,+0003.0,20180101,20180425
99201499999,US,,+37.023,-075.810,+0003.0,20180101,20180406
99201699999,RQ,,+18.376,-067.280,+0003.0,20180209,20180425
99201799999,GQ,,+13.683,+144.812,+0003.0,20180101,20180425
99202099999,US,,+23.430,-162.210,+0000.0,19810625,20180425
99202299999,US,,+47.280,-122.730,+0003.0,20180118,20180425
99202499999,,,+15.850,-057.467,+0003.0,20180101,20180425
99202599999,US,,+21.019,-156.427,+0003.0,20180101,20180425
99202999999,,,+51.400,+002.000,+0003.0,20180101,20180425
99203099999,US,,+56.300,-148.170,+0000.0,19760916,20180425
99203199999,,,+59.700,+001.600,+0003.0,20180101,20180425
99203299999,,,+59.200,+001.500,+0003.0,20180101,20180425
99203799999,,,+53.700,+001.300,+0003.0,20180101,20180425
99203999999,,,+57.300,+002.000,+0003.0,20180101,20180425
99204099999,US,,+25.840,-089.660,+0000.0,19771021,20180425
99204199999,,,+56.400,+002.200,+0003.0,20180101,20180425
99204299999,,,+57.700,+000.700,+0003.0,20180101,20180425
99204399999,,,+60.700,-002.600,+0003.0,20180101,20180425
99204499999,,,+54.900,+013.900,+0003.0,20180101,20180109
99205099999,US,,+37.980,-130.000,+0000.0,19771026,20180425
99206099999,US,DB20,+47.400,-124.500,+0003.0,19790914,19970303
99207099999,US,,+38.470,-070.560,+0000.0,19771026,20081231
99208099999,US,,+41.400,-071.080,+0012.0,19800120,20041025
99209099999,US,,+48.070,-087.780,+0183.0,19790815,20081114
99210099999,US,,+36.400,-075.200,+0003.0,19810630,20030724
99211099999,US,,+47.570,-086.550,+0183.0,19801029,20081114
99212099999,US,,+30.090,-088.770,+0000.0,19810214,20081231
99213099999,US,,+47.350,-089.830,+0183.0,19820330,20081114
99214099999,US,,+42.680,-087.030,+0176.4,19810715,20081106
99215099999,US,,+32.000,-075.083,+0000.0,19771004,20180425
99216099999,US,,+42.580,-130.360,+0000.0,19780201,20180425
99217099999,US,,+51.830,-155.850,+0003.0,19780101,20020618
99218099999,US,,+45.330,-086.420,+0176.4,19791016,20081108
99219099999,CA,,+50.930,-136.100,+0003.0,19771112,20180425
99220099999,US,,+40.800,-137.480,+0000.0,19780201,20180406
99221099999,US,,+46.050,-131.020,+0000.0,19771210,20180425
99222099999,US,,+44.280,-082.420,+0177.0,19820419,20081213
99223099999,US,,+45.350,-082.840,+0177.0,19810913,20081123
99224099999,US,,+41.680,-082.400,+0173.9,19800906,20081205
99225099999,US,,+29.600,-093.500,+0003.0,19820701,20011202
99226099999,US,,+37.700,+134.300,+0000.0,19821209,20030330
99227099999,US,,+34.700,+139.500,+0000.0,19830625,19890309
99228099999,US,,+29.000,+135.000,+0001.0,19821209,20000713
99229099999,US,,+41.850,-124.380,+0000.0,19820914,20180425
99230099999,,,+28.300,+126.000,+0000.0,19830308,20040216
99231099999,US,,+35.100,-121.010,+0000.0,19830811,20041121
99232099999,US,,+28.700,-095.300,+0010.0,19820208,19950404
99233099999,US,,+29.300,-087.500,+0010.0,19820330,20020510
99234099999,US,,+40.100,-073.000,+0001.0,19780201,20040901
99235099999,US,,+36.900,-075.700,+0003.0,19780210,20080113
99236099999,US,,+41.110,-066.620,+0000.0,19850312,20180325
99237099999,US,,+46.144,-124.510,+0000.0,19841011,20180425
99238099999,US,,+35.740,-121.890,+0000.0,19850507,20180425
99239099999,US,,+15.000,-075.000,+0003.0,19780306,20011221
99240099999,US,,+38.460,-074.700,+0000.0,19850312,20180425
99241099999,US,,+36.750,-122.420,+0000.0,19771027,20180425
99242099999,US,,+42.350,-070.690,+0000.0,19850312,20180425
99243099999,US,,+17.140,-157.790,+0000.0,19780626,20180425
99244099999,US,,+26.010,-085.910,+0000.0,19780201,20180425
99245099999,US,,-10.000,-105.000,+0003.0,19780201,19960305
99246099999,US,,+46.200,-124.200,+0012.0,19800115,19990123
99247099999,US,,+31.900,-080.900,+0003.0,19820310,19940913
99248099999,US,,+37.360,-122.880,+0000.0,19810103,20180425
99249099999,US,,+38.230,-123.320,+0000.0,19810717,20180425
99250099999,US,,+39.220,-123.970,+0000.0,19820208,20180425
99251099999,US,,+62.033,-168.983,+0003.0,19920305,19950408
99252099999,US,,+63.300,-170.300,+0003.0,19821209,19940709
99253099999,US,,+20.400,-157.100,+0003.0,19821209,19921105
99254099999,US,,+60.300,-177.000,+0003.0,19820312,20030703
99255099999,US,,+57.200,-170.300,+0003.0,19821209,19970406
99256099999,US,,+55.900,-168.000,+0003.0,19821209,20040926
99257099999,US,,+57.700,-160.000,+0003.0,19820712,19940905
99258099999,US,,+34.710,-120.970,+0000.0,19821209,20081231
99259099999,US,,+32.800,-119.500,+0003.0,19821209,19960314
99260099999,US,,+33.750,-119.080,+0000.0,19821209,20180425
99261099999,US,,+19.160,-160.740,+0000.0,19780821,20180425
99262099999,US,,+17.520,-152.480,+0000.0,19850312,20180425
99263099999,US,,+40.800,-068.500,+0003.0,19780206,20080830
99264099999,US,,+37.750,-122.820,+0000.0,19780429,20180425
99265099999,US,,+40.420,-124.530,+0003.0,19841018,20041209
99266099999,US,,+55.500,-161.700,+0003.0,19850312,19950119
99267099999,US,,+56.983,-009.883,+0000.0,19850312,20080815
99268099999,US,,+55.800,-159.800,+0003.0,19850312,19940419
99269099999,US,,+55.100,-163.100,+0003.0,19850312,19950403
99270099999,UK,,+50.100,-006.100,+0000.0,19780619,20180425
99271099999,US,,+25.170,-094.420,+0000.0,19771002,20180425
99272099999,US,,+30.100,-088.200,+0003.0,19780201,19960316
99273099999,US,,+32.500,-079.100,+0000.0,19790213,20180425
99274099999,US,,+40.780,-124.540,+0000.0,19821209,20180425
99275099999,US,,+46.900,-124.200,+0012.0,19871110,20031210
99276099999,US,,+43.204,-069.128,+0000.0,19820208,20180425
99277099999,US,,+36.300,-075.400,+0003.0,19820208,19950201
99278099999,US,,+43.531,-070.144,+0000.0,19820514,20180425
99279099999,US,,+40.500,-069.430,+0000.0,19821209,20180425
99280099999,US,,+41.100,-082.000,+0003.0,19861002,20020530
99281099999,US,,+41.833,-124.400,+0003.0,19850404,19970509
99282099999,US,,+57.050,-177.580,+0000.0,19860117,20180425
99283099999,US,,+20.400,-156.100,+0003.0,19860117,20011029
99284099999,US,,-18.000,-085.100,+0003.0,19860616,19950403
99285099999,US,,+60.580,-146.830,+0000.0,19871118,20180425
99286099999,,,+49.100,-002.200,+0003.0,19860804,20180121
99287099999,US,,+48.700,-008.900,+0000.0,19860605,20080907
99288099999,UK,,+48.700,-012.400,+0000.0,19870319,20180425
99289099999,US,,+57.000,+000.000,+0000.0,19870126,20041011
99290099999,UK,,+57.200,+000.500,+0030.0,19870126,20180425
99291099999,US,,+55.300,+001.100,+0000.0,19870126,20030816
99292099999,US,,+22.500,-059.500,+0000.0,19870514,19991120
99293099999,CA,,+48.350,-133.940,+0003.0,19861001,20180425
99294099999,US,,+41.900,-124.400,+0003.0,19870126,19961102
99295099999,US,,+34.270,-120.660,+0000.0,19880208,20081231
99296099999,US,,+34.880,-120.870,+0000.0,19870405,20180425
99297099999,US,,+48.200,-123.400,+0003.0,19880311,19960312
99298099999,CA,,+43.750,-051.740,+0003.0,19870624,20081231
99299099999,US,,+43.000,-087.800,+0180.0,19870404,20020419
99319499999,US,,+00.000,+000.000,+0000.0,19780315,19780315
99371199999,US,,+36.950,-076.330,+0010.0,20080101,20200808
99400699999,US,,+26.400,-081.880,+0003.0,20080101,20200808
99400799999,US,,+21.300,-157.870,+0003.0,20080101,20200808
99400899999,US,,+28.120,-082.800,+0006.0,20080101,20200808
99400999999,US,,+28.180,-082.780,+0006.0,20080101,20130423
99401099999,US,,+28.900,-089.430,+0000.0,19420901,20200808
99401199999,US,,+46.208,-123.767,+0002.0,20080101,20200808
99401299999,US,,+41.745,-124.183,+0004.8,20080101,20200808
99401399999,US,,+48.863,-122.758,+0005.0,20080101,20200808
99401499999,US,,+47.605,-122.338,+0002.0,20080101,20190102
99401599999,US,,+48.547,-123.010,+0002.0,20080101,20200808
99401699999,US,,+37.807,-122.465,+0002.0,20080101,20200808
99401799999,US,,+40.767,-124.217,+0002.0,20080101,20200808
99401899999,US,,+32.867,-117.258,+0002.0,20080101,20200808
99401999999,US,,+36.605,-121.888,+0002.0,20080101,20141231
99402099999,US,,+36.910,-075.710,+0000.0,19850501,20141231
99402199999,US,,+48.368,-124.617,+0005.0,20080101,20200808
