CODE,COUNTRY,ICAO,LAT,LON,ELEV(M),BEGIN,END
15535099999,BU,LBRS,+43.850,+025.950,+0045.0,19360701,20180716
15538099999,BU,,,,,19730305,20020518
15544099999,BU,,+43.267,+026.933,+0220.0,19650701,19901130
15546099999,BU,,+43.517,+026.750,+0475.0,19730305,19801004
15547099999,BU,,,,,19860504,19900210
15549099999,BU,,+43.567,+026.500,+0347.0,19810101,20200808
15550099999,BU,,+44.117,+027.267,+0016.0,19530801,20180430
15552099999,BU,LBWN,+43.232,+027.825,+0070.1,19360102,20200808
15556099999,BU,,+43.233,+027.817,+0062.0,19730101,19750514
15556199999,BU,,+43.383,+028.383,+0083.0,19750515,19900125
15561099999,BU,,+43.533,+028.533,+0028.0,19750401,20180716
15562099999,BU,,+43.367,+028.467,+0064.0,19730305,20180430
15563099999,BU,,+00.000,+000.000,-0999.0,19730305,20020312
15575099999,BU,,,,,19751101,19900220
15600099999,BU,,+42.833,+023.667,+1692.0,19730305,20200808
15601099999,BU,,+42.267,+022.767,+0527.0,19660503,20180716
15605099999,BU,,+42.933,+022.933,+0716.0,19730305,20180430
15609099999,BU,,+42.700,+023.417,+0531.0,19730101,19750514
15609199999,BU,,+42.817,+023.383,+0595.0,19750515,19900208
15611099999,BU,,,,,19730305,20031111
15613099999,BU,,+42.583,+023.267,+2292.0,19530804,20180430
15614099999,BU,LBSF,+42.695,+023.406,+0531.0,19310901,20200808
15615099999,BU,,+42.183,+023.583,+2927.0,19350102,20200808
15618099999,BU,,,,,19730305,20020507
15619099999,BU,,,,,19730305,20030225
15622099999,BU,,+42.433,+023.817,+0637.0,19530305,20030501
15625099999,BU,LBPD,+42.068,+024.851,+0182.0,19390102,20200808
15626099999,BU,,+42.067,+024.850,+0156.0,20040831,20180716
15627099999,BU,,+42.667,+024.833,+2389.0,19570701,20190127
15628099999,BU,,+42.217,+024.333,+0214.0,19730305,20180430
15630099999,BU,,+00.000,+000.000,-0999.0,19751101,19781103
15631099999,BU,,+42.617,+025.400,+0387.0,19360701,19390930
15635099999,BU,,+42.200,+025.333,+0178.0,19530402,20180430
15636099999,BU,,+42.483,+026.517,+0146.0,19360701,19390930
15637099999,BU,,,,,19730308,20040219
15640099999,BU,,+42.667,+026.333,+0257.0,19530305,20200808
15642099999,BU,,+42.183,+026.567,+0139.0,19530401,20180430
15645099999,BU,,+00.000,+000.000,-0999.0,19730305,20021015
15646099999,BU,,+42.650,+026.983,+0195.0,19570630,19900219
15650099999,BU,,,,,19730306,19891223
15655099999,BU,LBBG,+42.570,+027.515,+0041.1,19530101,20200808
15661099999,BU,,+42.100,+027.850,+0019.0,19730305,20180430
15662099999,BU,,+42.283,+027.750,+0010.0,19890604,20020922
15712099999,BU,,+41.550,+023.267,+0207.0,19520101,20200808
15718099999,BU,,,,,19730305,20031118
15725099999,BU,,+41.667,+024.683,+1930.0,19530309,20020618
15726099999,BU,,+41.883,+024.733,+1750.0,20010915,20191009
15729099999,BU,,,,,19730305,20020104
15730099999,BU,,+41.650,+025.383,+0331.0,19570627,20200808
15734099999,BU,,+00.000,+000.000,-0999.0,19750901,20021003
15736099999,BU,,+00.000,+000.000,-0999.0,19730305,20020825
15741099999,BU,,+41.767,+026.200,+0055.0,19660101,20050630
15772099999,,,,,,20010810,20021014
15843099999,,,,,,20010906,20020401
15884099999,BU,,,,,19881104,20020507
16000099999,IT,,,,,19850126,20030328
16001099999,IT,LIPJ,+45.767,+011.733,,19770513,19790830
16001599999,IT,,+00.000,+000.000,-0999.0,19730101,19740228
16001699999,IT,,+43.617,+013.517,+0103.0,19730101,19751109
16006099999,IT,,,,,19860721,20020121
16008099999,IT,,+46.750,+010.533,+1461.0,19670102,20200808
16008399999,IT,LIVE,+46.833,+010.500,+1800.0,19870326,20200808
16010099999,IT,,+46.883,+011.350,+0942.0,20040216,20040316
16014099999,IT,,+46.883,+011.433,+0921.0,20050727,20200808
16015099999,IT,,+46.983,+011.500,+1362.0,19730101,19840514
16018099999,IT,,+46.533,+011.417,+1298.0,19730226,19760101
16020099999,IT,LIPB,+46.460,+011.326,+0240.5,19650129,20200808
16021099999,IT,LIVR,+46.300,+011.783,+2006.0,19730101,20200808
16022099999,IT,LIVP,+46.150,+011.033,+2129.0,19730101,20200808
16023099999,IT,,+46.017,+011.117,+0190.0,20070605,20200808
16033099999,IT,LIVD,+46.733,+012.217,+1226.0,19730101,20200808
16036099999,IT,LIPA,+46.032,+012.596,+0117.0,19660701,20200807
16036599999,IT,,+46.017,+012.617,+0126.0,19560101,19950831
16037099999,IT,LIYW,+46.033,+012.617,+0125.0,19930701,20081231
16040099999,IT,LIVO,+46.500,+013.583,+0778.0,19650129,20200808
16041099999,IT,,+46.500,+013.583,+0778.0,20050727,20120531
16044099999,IT,LIPD,+46.033,+013.183,+0094.0,19660104,19990330
16045099999,IT,LIPI,+45.979,+013.049,+0054.6,19580414,20200807
16045599999,IT,LIPG,+45.950,+013.633,+0063.0,19731122,19840512
16046099999,IT,,+45.967,+013.033,+0053.0,20061024,20120531
16052099999,IT,LIMH,+45.933,+007.700,+3488.0,19650129,20200808
16053099999,IT,LIMI,+46.917,+012.100,-0999.9,19730101,20050505
16054099999,IT,LIMW,+45.733,+007.350,+0551.0,19840701,20200808
16055099999,IT,,,,,19850602,20041129
16058099999,IT,,+44.933,+006.817,+1400.0,20050727,20200808
16059099999,IT,LIMF,+45.201,+007.650,+0301.4,19640811,20200808
16059599999,IT,LIMA,+45.086,+007.603,+0288.3,20080425,20200808
16060099999,IT,,+45.117,+007.617,+0277.0,20050727,20200808
16061099999,IT,LIMK,+45.033,+007.733,+0710.0,19730101,20200808
16064099999,IT,LIMN,+45.530,+008.669,+0178.6,19660923,20200807
16066099999,IT,LIMC,+45.631,+008.728,+0233.8,19650204,20200808
16067099999,IT,,+45.650,+008.817,+0238.0,20061024,20120531
16068099999,IT,,+45.100,+008.450,+0120.0,20050727,20200805
16070099999,IT,,+45.950,+009.383,+2403.0,19730301,20050902
16072099999,IT,LIMO,+45.867,+009.067,+1322.0,19730101,20070227
16073099999,IT,,+45.867,+009.067,+1323.0,20060201,20080801
16074099999,IT,,+45.783,+009.517,+1262.0,19770309,19790828
16076099999,IT,LIME,+45.674,+009.704,+0238.4,19660908,20200808
16080099999,IT,LIML,+45.445,+009.277,+0107.6,19310104,20200808
16081099999,IT,,+45.467,+009.267,+0108.0,20050727,20181231
16084099999,IT,LIMS,+44.913,+009.723,+0139.0,19660914,20200808
16088099999,IT,LIPL,+45.432,+010.268,+0101.5,19660904,20200808
16089099999,IT,,+45.467,+010.550,+0065.0,20050727,20200808
16090099999,IT,LIPX,+45.396,+010.889,+0072.8,19450518,20200808
16090399999,IT,,+45.400,+011.850,+0013.0,19820625,19901115
16092099999,IT,,+45.867,+011.800,+1775.0,19730101,19840910
16094099999,IT,LIPT,+45.573,+011.530,+0039.0,19660904,20150116
16095099999,IT,LIPU,+45.400,+011.850,+0014.0,19730101,20200808
16096099999,IT,LIVV,+45.317,+011.683,+0575.0,19730101,19790315
16098099999,IT,LIPS,+45.685,+012.083,+0041.8,19660904,20200808
16099099999,IT,LIPH,+45.648,+012.194,+0018.0,19660901,20200808
16100099999,IT,LIPV,+45.433,+012.383,+0004.0,19511001,19790830
16101099999,IT,,+45.433,+012.383,+0005.0,19961205,20200805
16105099999,IT,LIPZ,+45.505,+012.352,+0002.1,19610301,20200808
16107099999,IT,,+45.750,+012.850,+0002.0,20051013,20200808
16108099999,IT,LIPQ,+45.828,+013.472,+0011.3,19730101,20200808
16110099999,IT,LIVT,+45.650,+013.750,+0020.0,19321020,20200808
16111099999,IT,,+44.233,+008.200,+1382.0,20050727,20200808
16112099999,IT,LIMX,+44.983,+006.850,+2680.0,19730101,19840525
16114099999,IT,,+44.383,+007.817,+0560.0,19841101,20200807
16115099999,IT,LIMY,+44.250,+007.800,+1742.0,19730608,20200807
16115599999,IT,,+44.250,+007.800,+1742.0,19730101,19740515
16116099999,IT,,+44.800,+008.100,+0315.0,19730101,20010713
16117099999,IT,,+44.533,+007.617,+0386.0,19730620,20120531
16118099999,IT,,+44.767,+008.783,+0187.0,19750401,20050506
16119099999,IT,LIMV,+44.633,+008.933,+0475.0,19730101,20200808
16120099999,IT,LIMJ,+44.412,+008.842,+0004.0,19280101,20200808
16121099999,IT,,+44.400,+008.900,+0045.0,19511001,20200808
16122099999,IT,LIMG,+44.051,+008.127,+0045.1,19730101,20200808
16123099999,IT,,+44.317,+009.333,+0030.0,20050727,20200808
16124099999,IT,LIMT,+44.433,+009.933,+1040.0,19730101,20190923
16125099999,IT,LIQW,+44.083,+009.983,+0010.0,19731109,20200807
16126099999,IT,,+44.550,+008.933,+0488.0,20050727,20120531
16127099999,IT,,+44.083,+009.983,+0009.0,20050727,20120531
16128099999,IT,,+44.650,+010.950,+0033.0,20050727,20160130
16129099999,IT,LIQP,+44.033,+009.833,+0192.0,19730101,20200808
16130099999,IT,,+44.817,+010.283,+0051.0,19660101,20160516
16132099999,IT,,+44.533,+011.283,+0052.0,20050727,20200808
16133099999,IT,,+44.800,+011.600,+0010.0,20050727,20200808
16134099999,IT,LIVC,+44.200,+010.700,+2173.0,19650201,20200808
16134399999,IT,LIQD,+44.033,+010.933,+0932.0,19901018,19940816
16135099999,IT,,+44.033,+011.000,+1314.0,20050727,20090206
16136099999,IT,,+44.017,+011.000,+1314.0,19730101,20090531
16138099999,IT,LIPF,+44.833,+011.617,+0010.0,19730101,20200808
16140099999,IT,LIPE,+44.535,+011.289,+0037.5,19640811,20200808
16142099999,IT,,+44.050,+011.383,+0887.0,19441202,20050124
16144099999,IT,,+44.650,+011.617,+0012.0,20001019,20010202
16145099999,IT,,+44.467,+012.283,+0006.0,20050727,20120531
16146099999,IT,LIVM,+44.450,+012.300,+0006.0,19660104,20200808
16147099999,IT,LIPK,+44.195,+012.070,+0029.6,19730101,20200807
16148099999,IT,LIPC,+44.224,+012.307,+0005.5,19730101,20200808
16149099999,IT,LIPR,+44.020,+012.612,+0012.5,19450408,20200808
16150099999,IT,,+43.867,+008.033,+0060.0,19851201,20120531
16153099999,IT,LIMU,+43.950,+008.167,+0221.0,19650501,20200808
16154099999,IT,,+43.433,+009.900,+0260.0,19730101,20190616
16155099999,IT,,+43.033,+009.817,+0027.0,20070717,20081113
16158099999,IT,LIRP,+43.684,+010.393,+0001.8,19441124,20200808
16164099999,IT,LIQV,+43.400,+010.867,+0575.0,19730101,20170707
16165099999,IT,,+43.400,+010.883,+0575.0,20050727,20060927
16168099999,IT,LIQO,+42.383,+011.167,+0632.0,19730101,20200808
16170099999,IT,LIRQ,+43.810,+011.205,+0043.9,19310102,20200808
16171099999,IT,,+43.783,+011.217,+0018.0,20050727,20200808
16172099999,IT,LIQB,+43.467,+011.850,+0249.0,19780914,20200808
16174099999,IT,,+43.317,+011.350,+0322.0,19730101,19781104
16174399999,IT,LIQS,+43.317,+011.350,+0322.0,19441004,19450116
16176099999,IT,,+43.883,+012.517,+0461.0,19730101,19751224
16178099999,IT,,+43.517,+012.717,+0574.0,20051017,20120531
16179099999,IT,LIVF,+43.517,+012.733,+0574.0,19730101,20200808
16180099999,IT,,+43.133,+012.383,+0493.0,19650204,20050317
16181099999,IT,LIRZ,+43.096,+012.513,+0211.2,19671106,20200808
16182099999,IT,,+43.100,+012.500,+0205.0,20050727,20120531
16190099999,IT,,+43.617,+013.533,+0142.0,19490403,20200805
16191099999,IT,LIPY,+43.616,+013.362,+0014.9,19450414,20200808
16191599999,IT,,+43.517,+013.233,-0999.0,19730719,19740814
16192099999,IT,,+43.433,+013.583,+0197.0,20050727,20191124
16194099999,,,,,,19730101,19751126
16197099999,IT,LIRX,+42.733,+010.400,+0397.0,19730101,20200808
16198099999,IT,,+42.733,+010.400,+0397.0,20050727,20090206
16200099999,IT,,+42.583,+010.100,+0015.0,19650201,19791220
16204099999,IT,LIQR,+42.900,+011.767,+0918.0,19730101,20200228
16206099999,IT,LIRS,+42.760,+011.072,+0004.6,19441211,20200808
16210099999,IT,,+42.000,+012.017,+0011.0,20151209,20160817
16214099999,IT,,+42.017,+011.817,+0004.0,19450305,20200808
16215099999,IT,LIQJ,+42.020,+011.820,+0004.0,20050727,20200808
16216099999,IT,LIRV,+42.430,+012.064,+0301.8,19440701,20200808
16217099999,IT,,+42.483,+012.333,+0075.0,20050727,20120531
16218099999,IT,,+42.433,+012.050,+0310.0,20050727,20190417
16219099999,IT,LIRK,+42.467,+012.983,+1875.0,19650201,20200808
16221099999,IT,LIQN,+42.417,+012.850,+0389.0,19731213,20200808
16223099999,IT,,+42.083,+012.217,+0266.0,20050727,20080523
16224099999,IT,LIRB,+42.083,+012.217,+0270.0,19730101,20200808
16225099999,IT,,+42.983,+013.867,+0001.0,19730101,19840916
16226099999,IT,,+42.367,+013.317,+0669.0,20050727,20080611
16227099999,IT,,+41.983,+013.600,+0650.0,19840801,20181116
16228099999,IT,LIAP,+42.367,+013.300,+0667.0,19730101,19891204
16228199999,IT,,+42.450,+013.550,+2138.0,19850118,19900125
16228399999,IT,LIQI,+42.450,+013.700,+2138.0,19900208,20090603
16229099999,IT,,+42.450,+013.700,+2138.0,20030725,20050511
16230099999,IT,LIBP,+42.432,+014.181,+0014.6,19650201,20200808
16231099999,IT,LIBE,+41.700,+015.950,+0844.0,20040917,20200808
16232099999,IT,LIBT,+42.000,+015.000,+0044.0,19730101,20200808
16233099999,IT,,+42.000,+012.733,+0090.0,20050727,20120531
16234099999,IT,LIRG,+41.990,+012.741,+0088.1,19660923,20200807
16235099999,IT,LIRU,+41.952,+012.499,+0016.8,19730101,20200808
16238099999,IT,,+41.867,+012.567,+0053.0,20050727,20120531
16239099999,IT,LIRA,+41.799,+012.595,+0130.1,19511001,20200808
16240099999,IT,,+41.900,+012.483,+0095.0,19280101,20040826
16242099999,IT,LIRF,+41.804,+012.251,+0004.6,19650701,20200808
16243099999,IT,LIRL,+41.542,+012.909,+0028.3,19440301,20200807
16244099999,IT,LIRH,+41.633,+013.300,+0181.0,19730101,20200807
16245099999,IT,LIRE,+41.659,+012.445,+0012.5,19660923,20200808
16246099999,IT,,+41.633,+013.300,+0186.0,20050727,20090206
16247099999,IT,,+41.550,+012.900,+0026.0,20050727,20180621
16249099999,IT,LIQT,+41.217,+013.050,+0003.0,19730101,20180307
16252099999,IT,LIBS,+41.567,+014.650,+0807.0,19650201,20200808
16253099999,IT,LIRM,+41.061,+014.082,+0008.8,19440331,20200808
16258099999,IT,,+41.700,+015.950,+0848.0,19730101,20200808
16259199999,IT,LIMP,+44.824,+010.296,+0049.1,20040525,20200808
16259299999,IT,LIMZ,+44.547,+007.623,+0386.2,20040510,20200808
16259399999,IT,LIPO,+45.429,+010.331,+0108.5,20040510,20200808
16260099999,IT,LIBF,+41.433,+015.533,+0081.0,19570701,20200808
16260399999,IT,LIBF,+41.433,+015.533,+0080.0,19430930,19460915
16261099999,IT,LIBA,+41.541,+015.718,+0055.8,19440131,20200808
16262099999,IT,,+41.050,+015.233,+1093.0,20050727,20120531
16263099999,IT,LIRT,+41.050,+015.233,+1093.0,19730101,20200807
16264099999,IT,,+41.133,+015.517,+0514.0,19730101,19900403
16266099999,IT,,+41.883,+016.167,+0004.0,19730101,20200808
16270099999,IT,LIBD,+41.133,+016.767,+0053.9,19431207,20200808
16271099999,IT,,+41.117,+016.883,+0011.0,20050727,20200808
16280099999,IT,LIQZ,+40.917,+012.950,+0185.0,19650201,20200808
16281099999,IT,,+40.917,+012.950,+0185.0,20050831,20081003
16288099999,IT,,+41.067,+014.317,+0062.0,20050727,20200709
1628904113,IT,LIRN,+40.900,+014.300,+0067.1,19981101,20200808
16289099999,IT,LIRN,+40.850,+014.300,+0072.0,19511001,20081231
16292099999,IT,,+40.617,+014.917,+0039.0,19730101,20090206
16292399999,IT,LIRI,+40.620,+014.911,+0037.5,19930129,20200808
16294099999,IT,LIQC,+40.550,+014.250,+0269.0,19730101,20200808
16295099999,IT,,+40.550,+014.200,+0161.0,20050728,20060529
16298099999,,,,,,19440301,19470228
16300099999,IT,LIBZ,+40.633,+015.800,+0843.0,19650201,20070213
16310099999,IT,LIQK,+40.017,+015.283,+0185.0,19640811,20200808
16312099999,IT,LIBV,+40.768,+016.933,+0361.8,19440229,20200808
16314099999,IT,,+40.650,+016.700,+0498.0,20050727,20200808
16316099999,IT,,+40.083,+016.017,+0896.0,19740902,20200808
16317099999,IT,LIBU,+40.083,+016.017,+0896.0,20050727,20200808
16318099999,IT,,+40.633,+017.217,+0414.0,19730915,20191204
16320099999,IT,LIBR,+40.658,+017.947,+0014.3,19431129,20200808
16324099999,IT,LIBG,+40.518,+017.403,+0065.5,19430927,20200808
16325099999,IT,LIBH,+40.433,+016.883,+0012.0,19670317,20200808
16330099999,IT,,+40.467,+017.233,+0022.0,19310104,19391231
16332099999,IT,LIBN,+40.239,+018.133,+0047.5,19431231,20200808
16333099999,IT,,+40.233,+018.133,+0048.0,20050727,20181211
16334099999,IT,,+40.100,+018.483,+0080.0,19730101,20200808
16336099999,IT,,+39.583,+015.900,+0485.0,20060201,20120531
16337099999,IT,LIBW,+39.583,+015.883,+0485.0,19650201,20200808
16338099999,IT,LICM,+39.567,+016.800,+0179.0,19740808,19810220
16338399999,IT,LICM,+39.550,+016.800,+0179.0,19930312,19961009
16344099999,IT,,+39.333,+016.400,+1677.0,19730101,20200808
16344599999,IT,LIBQ,+39.333,+016.400,+1720.0,20050101,20200808
16345099999,IT,,+39.333,+016.400,+1677.0,20061024,20120531
16350099999,IT,LIBC,+38.997,+017.080,+0158.8,19570701,20200808
16351099999,IT,,+39.000,+017.083,+0155.0,20050727,20120531
16360099999,IT,LIBY,+39.817,+018.350,+0112.0,19650201,20200808
16362099999,IT,LICA,+38.905,+016.242,+0011.9,19771101,20200808
16364099999,IT,,+38.750,+016.367,+0997.0,19730101,20200808
16365099999,IT,,+38.900,+016.600,+0358.0,20060711,20200808
16368099999,IT,,+38.667,+016.100,+0520.0,19730725,19810711
16400099999,IT,LICU,+38.700,+013.183,+0251.0,19570701,20200808
16401099999,IT,,+38.700,+013.183,+0243.0,20051017,20120529
16405099999,IT,LICJ,+38.176,+013.091,+0019.8,19640811,20200808
16409099999,IT,,+38.117,+013.317,+0123.0,20060710,20170927
16410099999,IT,LICP,+38.111,+013.313,+0105.2,19430807,20090111
16415099999,IT,,+38.567,+014.850,+0046.0,19840501,20200808
16416099999,IT,,+38.800,+015.233,+0005.0,19730101,20200808
16420099999,IT,LICF,+38.200,+015.550,+0051.0,19310101,20200808
16422099999,IT,LICR,+38.071,+015.652,+0029.3,19730101,20200808
16429099999,IT,LICT,+37.911,+012.488,+0007.3,19650201,20200808
16430099999,IT,,+37.817,+012.467,+0002.0,19570701,19581231
16434099999,IT,LICX,+37.717,+013.433,+1035.0,19730101,20200807
16435099999,IT,,+37.717,+013.433,+1035.0,20050727,20160205
16436099999,IT,,+37.517,+013.083,+0125.0,19431010,20200808
16442099999,IT,,+37.983,+014.017,+0998.0,20050727,20200801
16450099999,IT,LICE,+37.567,+014.283,+0965.0,19730101,20200808
16453099999,IT,LICL,+37.083,+014.217,+0033.0,19430902,20200808
16453599999,,,,,,19730101,19740117
16454099999,IT,,+37.083,+014.217,+0065.0,20050727,20170526
16459099999,IT,LICZ,+37.400,+014.917,+0022.0,19430810,20200808
1645943126,IT,KQNS,+37.400,+014.917,+0031.1,19790101,20041231
16460099999,IT,LICC,+37.467,+015.066,+0011.9,19431028,20200808
16464099999,IT,,+37.050,+015.279,+0002.0,20050727,20200808
16465099999,IT,,+36.967,+014.950,+0639.0,20050727,20200707
16469099999,IT,,+37.933,+016.050,+0118.0,19740601,20200808
16470099999,IT,LICG,+36.817,+011.969,+0193.5,19430620,20200808
16471099999,IT,,+36.817,+011.967,+0185.0,20050727,20090206
16475099999,IT,LICB,+36.983,+014.617,+0210.0,20050727,20200808
16475199999,IT,LICB,+36.983,+014.583,+0220.0,19840323,19860430
16480099999,IT,LICO,+36.683,+015.133,+0051.0,19660101,20200808
16490099999,IT,LICD,+35.498,+012.618,+0021.3,19660104,20200808
16491099999,IT,,+35.500,+012.600,+0050.0,20050727,20120531
16502099999,IT,LIER,+41.117,+008.317,+0115.0,19701001,19751209
16502999999,,,,,,19751117,19761215
16504099999,IT,,+40.839,+008.405,+0008.0,20151207,20160705
16506099999,IT,LIEG,+41.217,+009.400,+0170.0,19701001,20021029
16520099999,IT,LIEA,+40.632,+008.291,+0026.5,19570701,20200808
16522099999,IT,LIEH,+40.567,+008.167,+0205.0,19750717,20200808
16523099999,IT,,+40.567,+008.167,+0204.0,20050727,20120528
16524099999,IT,,+40.267,+008.767,+0586.0,19730101,20090206
16530099999,IT,,+40.933,+009.500,+0002.1,19310104,19750910
16531099999,IT,LIEO,+40.899,+009.518,+0011.3,19691117,20200808
16532099999,IT,,+40.850,+009.167,+1363.0,20050727,20191214
16537099999,IT,,+40.117,+009.250,+0992.0,20050727,20080221
16538099999,IT,LIEN,+40.117,+009.250,+1029.0,19730301,20161015
16539099999,IT,LIEF,+39.750,+008.467,+0092.0,19660104,20200808
16541099999,IT,LIEP,+39.667,+009.433,+0645.0,19730101,20200807
16542099999,IT,LIEL,+39.500,+009.617,+0022.0,19730101,20200807
16543099999,IT,,+39.500,+009.633,+0003.0,20050727,20081125
16544099999,IT,,+39.367,+009.300,+1067.0,19730101,19780812
16545099999,IT,,+39.667,+009.450,+0609.0,20050727,20120531
16546099999,IT,LIED,+39.354,+008.972,+0030.5,19660923,20200808
16548099999,IT,,+39.133,+008.317,+0015.0,19780914,20020327
16549099999,IT,,+39.133,+008.300,+0012.0,19850301,20081023
16550099999,IT,LIEB,+39.933,+009.717,+0156.0,19660104,20200808
16560099999,IT,LIEE,+39.251,+009.054,+0004.0,19431101,20200808
16563599999,IT,,+38.917,+016.233,+0012.0,19770125,19830627
16564099999,IT,LIEC,+39.100,+009.517,+0118.0,19730101,20200808
16564399999,IT,LIEZ,,,,19890310,19900901
16565099999,IT,,+39.100,+009.517,+0118.0,20050805,20120525
16570099999,IT,,+38.983,+008.650,+0050.0,20080115,20120529
16582099999,IT,,+45.700,+011.850,+0015.0,20070822,20170220
16584099999,IT,,+41.133,+016.767,+0046.0,20070822,20191003
16585099999,IT,,+39.250,+009.050,+0017.0,20070822,20080406
16586099999,IT,,+37.917,+012.500,+0005.0,20080414,20080514
16597099999,MT,LMML,+35.857,+014.478,+0091.4,19310104,20200808
16597499999,MT,LMMM,+35.917,+014.433,+0095.0,19801213,20091110
16599099999,MT,,+35.850,+014.500,+0078.0,20191115,20200808
16600099999,GR,,+41.817,+026.517,+0048.0,19600701,19780930
16606099999,GR,,+41.067,+023.567,+0035.0,19321101,20200808
16610099999,GR,,+41.117,+025.400,+0031.0,19651204,20031017
16613099999,GR,,+40.783,+021.400,+0662.0,19321101,20200808
16614099999,GR,LGKA,+40.446,+021.282,+0660.5,19801014,20200808
16618199999,GR,,+40.814,+022.046,+0314.0,20171207,20200808
16620099999,GR,,+40.550,+023.017,+0057.0,19491001,19700520
16622099999,GR,LGTS,+40.520,+022.971,+0006.7,19600701,20200808
16624099999,GR,LGKV,+40.913,+024.619,+0005.5,19910827,20200808
16625099999,GR,,+40.933,+024.383,+0062.0,19360101,20030316
16627099999,GR,LGAL,+40.856,+025.956,+0007.3,19321101,20200808
16632099999,GR,LGKZ,+40.286,+021.841,+0627.6,19380103,20200808
16641099999,GR,LGKR,+39.602,+019.912,+0001.8,19321101,20200808
16642099999,GR,LGIO,+39.700,+020.817,+0483.0,19321101,20200808
16642199999,GR,LGPA,+37.017,+025.133,+0036.0,20040713,20200808
16643099999,GR,LGPZ,+38.925,+020.765,+0003.4,19730101,20200808
16645099999,GR,,+39.550,+021.767,+0116.0,19390101,20050909
16648099999,GR,LGLR,+39.650,+022.466,+0073.5,19321101,20200808
16650099999,GR,LGLM,+39.917,+025.236,+0004.3,19770217,20200808
16651099999,GR,,+39.933,+025.250,+0009.0,19491001,19780618
16654099999,GR,,+39.167,+021.000,+0011.0,19860413,20120525
16656099999,GR,,+39.167,+021.000,+0042.0,19661104,19700514
16661099999,GR,,+39.367,+022.950,+0027.0,19651204,19700526
16662099999,GR,,+39.117,+023.733,+0011.0,19640101,19710318
16665099999,GR,LGBL,+39.220,+022.794,+0025.3,19651204,20200808
16665199999,GR,LGBL,+39.217,+022.800,+0025.0,19810617,19850628
16665399999,GR,LGSK,+39.177,+023.504,+0016.5,19910827,20200808
16667099999,GR,LGMT,+39.057,+026.598,+0018.3,19600713,20200808
16669099999,GR,,+38.833,+020.717,+0003.0,19330102,19710318
16672099999,GR,,+38.600,+021.350,+0024.0,19380101,20091117
16674099999,GR,,+38.383,+023.100,+0110.0,19690919,20021202
16675099999,GR,,+38.883,+022.433,+0013.8,19321101,20200808
16682099999,GR,LGAD,+37.921,+021.293,+0016.8,19650424,20200808
16683099999,GR,,+38.633,+024.100,+0221.0,19640101,19710321
16684099999,GR,LGSY,+38.968,+024.487,+0013.4,19491001,20200808
16685099999,GR,LGKF,+38.120,+020.500,+0018.0,19651204,20200808
16687099999,GR,LGRX,+38.151,+021.426,+0014.0,19420101,20200808
16689099999,GR,,+38.250,+021.733,+0003.0,19321101,20061024
16690099999,GR,,+38.600,+021.783,+0851.0,19830801,19840217
16693199999,GR,,+38.417,+022.529,+0764.7,20171207,20200808
16697099999,GR,,+38.467,+023.600,+0006.1,19651205,19700514
16699099999,GR,LGTG,+38.340,+023.565,+0147.8,19651204,20200808
16701099999,GR,,+38.050,+023.667,+0138.0,19490930,19700514
16704099999,GR,,+38.367,+026.150,+0061.0,19491001,19710318
16705099999,GR,,+37.783,+020.883,+0004.0,19321101,19710318
16706099999,GR,LGHI,+38.343,+026.141,+0004.6,19910828,20200808
16710099999,GR,LGTP,+37.531,+022.404,+0644.0,19321101,20200808
16711099999,GR,,+37.517,+022.350,+0666.0,19491001,19591231
16712099999,GR,,+37.933,+022.950,+0015.0,19651204,19700518
16713199999,GR,,+37.583,+022.767,+0002.0,20160301,20200808
16714099999,GR,,+37.967,+023.717,+0107.0,20010808,20010810
16715099999,GR,LGTT,+38.109,+023.784,+0239.3,19660804,20200808
16716099999,GR,LGAT,+37.882,+023.735,+0021.0,19490301,20200808
16716199999,GR,LGAV,+37.936,+023.944,+0093.9,20040105,20200808
16717099999,GR,,+37.983,+023.567,+0002.0,19651205,20091117
16718099999,GR,LGEL,+38.064,+023.556,+0043.6,19651204,20200808
16719099999,GR,,+37.783,+020.883,+0004.0,20090915,20200808
16719399999,GR,LGZA,+37.751,+020.884,+0004.6,19910902,20200808
16721099999,GR,,+37.750,+026.867,+0048.0,19491002,19810211
16723099999,GR,LGSM,+37.690,+026.912,+0005.8,19780407,20200808
16724099999,GR,,+37.033,+022.100,+0004.9,19600701,19710318
16726099999,GR,LGKL,+37.068,+022.026,+0007.9,19730512,20200808
16726399999,GR,LGMK,+37.435,+025.348,+0123.4,19910827,20200808
16726499999,GR,LGSO,+37.423,+024.951,+0071.9,19980201,20200808
16730099999,GR,,+37.450,+024.950,+0010.0,19651205,19730222
16732099999,GR,,+37.100,+025.367,+0009.8,19381010,20200808
16733099999,GR,,+37.117,+026.867,+0022.0,19350101,19391231
16734099999,GR,,+36.833,+021.700,+0053.2,19340201,20200808
16734199999,GR,LGNX,+37.083,+025.367,+0003.0,20040510,20200808
16738099999,GR,,+36.733,+024.433,+0168.4,19321101,20200808
16740099999,GR,,+36.800,+027.100,+0125.0,19670318,19710318
16741099999,GR,,+37.917,+023.933,+0073.5,20090915,20200808
16742099999,GR,LGKO,+36.793,+027.092,+0125.6,19821001,20200808
16743099999,GR,LGKC,+36.274,+023.017,+0318.5,19330101,20200808
