"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","ED1","GA1","GA2","GA3","GA4","GF1","KA1","MA1","MD1","ME1","MW1","MW2","MW3","OC1","REM","EQD"
"83378099999","2010-01-01T10:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","330,1,N,0015,1","02400,1,C,N","011265,1,N,1","+0210,1","+0180,1","99999,9",,,,,"02,5,+00210,1,99,9","07,5,+02400,1,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10159,1,99999,9",,,,,,,"MET058METAR SBBR 011000Z 33003KT 9999 FEW007 BKN080 21/18 Q1016;",
"83378099999","2010-01-01T10:15:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-16","SBBR ","V020","330,1,N,0015,1","00210,1,C,N","011265,1,N,1","+0210,1","+0190,1","99999,9",,,,,"07,5,+00210,1,99,9","04,5,+00450,1,99,9","07,5,+02400,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10159,1,99999,9",,,,,,,"MET065SPECI SBBR 011015Z 33003KT 9999 BKN007 SCT015 BKN080 21/19 Q1016;",
"83378099999","2010-01-01T11:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","350,1,N,0021,1","00210,1,C,N","011265,1,N,1","+0220,1","+0180,1","99999,9",,,,,"07,5,+00210,1,99,9","07,5,+02400,1,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10159,1,99999,9",,,,,,,"MET058METAR SBBR 011100Z 35004KT 9999 BKN007 BKN080 22/18 Q1016;",
"83378099999","2010-01-01T12:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","SY-MT","SBBR ","V020","360,1,N,0021,1","00300,1,C,N","008000,1,N,1","+0232,1","+0184,1","99999,9","24,0041,9,1",,,,"07,5,+00300,1,99,9","02,5,+00600,1,02,5","07,5,+02400,1,99,9",,"07,99,1,05,1,02,1,00450,1,03,1,00,1","240,N,+0196,1","10169,1,08952,1","9,9,999,9,+001,1","3,1510,9","16,1",,,,"SYN082AAXX  01124 83378 22458 73604 10232 20184 38952 48510 85230 333 20196 58001 60044;MET073METAR SBBR 011200Z 36004KT 9999 VCSH BKN010 FEW020TCU BKN080 23/18 Q1017;",
"83378099999","2010-01-01T12:25:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-16","SBBR ","V020","320,1,N,0051,1","00300,1,C,N","011265,1,N,1","+0210,1","+0180,1","99999,9",,,,,"07,5,+00300,1,99,9","02,5,+00600,1,02,5","07,5,+02400,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10169,1,99999,9",,,"63,1",,,,"MET077SPECI SBBR 011225Z 32010KT 9999 4000W RA BKN010 FEW020TCU BKN080 21/18 Q1017;",
"83378099999","2010-01-01T13:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","270,1,N,0031,1","00300,1,C,N","011265,1,N,1","+0210,1","+0180,1","99999,9",,,,,"07,5,+00300,1,99,9","02,5,+00600,1,02,5","07,5,+02400,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10169,1,99999,9",,,"16,1",,,,"MET078METAR SBBR 011300Z 27006KT 9999 VCSH BKN010 FEW020TCU BKN080 21/18 Q1017 RERA;",
"83378099999","2010-01-01T14:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","270,1,N,0026,1","00600,1,C,N","011265,1,N,1","+0240,1","+0190,1","99999,9",,,,,"02,5,+00600,1,02,5","07,5,+00600,1,02,1","07,5,+02400,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10169,1,99999,9",,,"16,1",,,,"MET073METAR SBBR 011400Z 27005KT 9999 VCSH BKN020 FEW020TCU BKN080 24/19 Q1017;",
"83378099999","2010-01-01T15:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","310,1,N,0026,1","00600,1,C,N","011265,1,N,1","+0250,1","+0190,1","99999,9",,,,,"02,5,+00390,1,99,9","07,5,+00600,1,99,9","02,5,+00750,1,02,5","07,5,+02400,1,99,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10159,1,99999,9",,,,,,,"MET075METAR SBBR 011500Z 31005KT 9999 FEW013 BKN020 FEW025TCU BKN080 25/19 Q1016;",
"83378099999","2010-01-01T16:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","010,1,N,0021,1","00750,1,C,N","011265,1,N,1","+0260,1","+0170,1","99999,9",,,,,"07,5,+00750,1,99,9","02,5,+00810,1,02,5","07,5,+02400,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10149,1,99999,9",,,"16,1",,,,"MET073METAR SBBR 011600Z 01004KT 9999 VCSH BKN025 FEW027TCU BKN080 26/17 Q1015;",
"83378099999","2010-01-01T17:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","350,1,N,0041,1","00750,1,C,N","011265,1,N,1","+0270,1","+0160,1","99999,9",,,,,"07,5,+00750,1,99,9","02,5,+00900,1,02,5","04,5,+03000,1,99,9",,,,"10139,1,99999,9",,,"16,1",,,,"MET080METAR SBBR 011700Z 35008KT 9999 8000SW VCSH BKN025 FEW030TCU SCT100 27/16 Q1014;","Q01+000042SCOTCV"
"83378099999","2010-01-01T18:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","SY-MT","SBBR ","V020","020,1,N,0051,1","00600,1,C,N","003000,1,N,1","+0232,1","+0182,1","99999,9","06,0030,9,1","6,1,06,1","2,1,06,1",,"07,5,+00600,1,99,9","02,5,+00900,1,02,5","07,5,+03000,1,99,9",,"07,99,1,05,1,02,1,00800,1,03,1,04,1",,"10129,1,08921,1","9,9,999,9,-008,1","3,1480,9","60,1",,,,"SYN082AAXX  01184 83378 21530 70210 10232 20182 38921 48480 76062 85234 333 59008 60031;MET079METAR SBBR 011800Z 02010KT 9999 3000NW -RA BKN020 FEW030TCU BKN100 23/18 Q1013;",
"83378099999","2010-01-01T19:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","280,1,N,0057,1","00600,1,C,N","011265,1,N,1","+0220,1","+0180,1","99999,9",,,,,"07,5,+00600,1,99,9","02,5,+00900,1,02,5","07,5,+03000,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10129,1,99999,9",,,"81,1",,,,"MET079METAR SBBR 011900Z 28011KT 9999 3000W SHRA BKN020 FEW030TCU BKN100 22/18 Q1013;",
"83378099999","2010-01-01T20:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","260,1,N,0026,1","00900,1,C,N","011265,1,N,1","+0230,1","+0190,1","99999,9",,,,,"04,5,+00750,1,99,9","02,5,+00900,1,02,5","07,5,+03000,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10129,1,99999,9",,,,,,,"MET068METAR SBBR 012000Z 26005KT 9999 SCT025 FEW030TCU BKN100 23/19 Q1013;",
"83378099999","2010-01-01T21:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","270,1,N,0026,1","00900,1,C,N","011265,1,N,1","+0230,1","+0190,1","99999,9",,,,,"04,5,+00450,1,99,9","02,5,+00900,1,02,5","07,5,+02400,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10139,1,99999,9",,,,,,,"MET068METAR SBBR 012100Z 27005KT 9999 SCT015 FEW030TCU BKN080 23/19 Q1014;",
"83378099999","2010-01-01T22:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","250,1,N,0015,1","00900,1,C,N","011265,1,N,1","+0220,1","+0180,1","99999,9",,,,,"04,5,+00600,1,99,9","02,5,+00900,1,02,5","07,5,+02100,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10149,1,99999,9",,,,,,,"MET068METAR SBBR 012200Z 25003KT 9999 SCT020 FEW030TCU BKN070 22/18 Q1015;",
"83378099999","2010-01-01T23:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","360,1,N,0036,1","00270,1,C,N","003000,1,N,1","+0220,1","+0180,1","99999,9",,,,,"07,5,+00270,1,99,9","04,5,+00600,1,99,9","02,5,+00900,1,02,5","07,5,+02100,1,99,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10159,1,99999,9",,,"63,1",,,,"MET078METAR SBBR 012300Z 36007KT 3000 RA BKN009 SCT020 FEW030TCU BKN070 22/18 Q1016;",
"83378099999","2010-01-02T00:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","SY-MT","SBBR ","V020","020,1,N,0046,1","00270,1,C,N","003000,1,N,1","+0200,1","+0176,1","99999,9","06,0030,9,1","6,1,06,1","2,1,06,1",,"07,5,+00270,1,99,9","07,5,+00600,1,99,9","02,5,+00750,1,02,5","07,5,+02100,1,99,9","07,99,1,06,1,02,1,00250,1,01,1,00,1","240,M,+0267,1","10169,1,08955,1","9,9,999,9,+009,1","3,1520,9","61,1",,,,"SYN088AAXX  02004 83378 21330 70209 10200 20176 38955 48520 76162 86210 333 10267 58009 60031;MET084METAR SBBR 020000Z 02009KT 3000 -RA BKN009 BKN020 FEW025TCU BKN070 20/18 Q1017 RERA;",
"83378099999","2010-01-02T01:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","360,1,N,0031,1","00600,1,C,N","006000,1,N,1","+0200,1","+0170,1","99999,9",,,,,"02,5,+00270,1,99,9","07,5,+00600,1,99,9","07,5,+02100,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10180,1,99999,9",,,"61,1",,,,"MET069METAR SBBR 020100Z 36006KT 6000 -RA FEW009 BKN020 BKN070 20/17 Q1018;",
"83378099999","2010-01-02T02:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","010,1,N,0021,1","00600,1,C,N","011265,1,N,1","+0200,1","+0170,1","99999,9",,,,,"02,5,+00270,1,99,9","04,5,+00600,1,99,9","07,5,+02100,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10180,1,99999,9",,,,,,,"MET065METAR SBBR 020200Z 01004KT 9999 FEW009 SCT020 BKN070 20/17 Q1018;",
"83378099999","2010-01-02T02:40:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-16","SBBR ","V020","300,1,N,0046,1","00270,1,C,N","011265,1,N,1","+0200,1","+0170,1","99999,9",,,,,"07,5,+00270,1,99,9","04,5,+00600,1,99,9","07,5,+02100,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10180,1,99999,9",,,,,,,"MET065SPECI SBBR 020240Z 30009KT 9999 BKN009 SCT020 BKN070 20/17 Q1018;",
"83378099999","2010-01-02T03:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","010,1,N,0041,1","00270,1,C,N","011265,1,N,1","+0200,1","+0170,1","99999,9",,,,,"07,5,+00270,1,99,9","04,5,+00750,1,99,9","07,5,+03000,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10180,1,99999,9",,,,,,,"MET065METAR SBBR 020300Z 01008KT 9999 BKN009 SCT025 BKN100 20/17 Q1018;",
"83378099999","2010-01-02T04:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","020,1,N,0036,1","00240,1,C,N","011265,1,N,1","+0190,1","+0170,1","99999,9",,,,,"07,5,+00240,1,99,9","04,5,+00750,1,99,9","07,5,+03000,1,99,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10180,1,99999,9",,,,,,,"MET065METAR SBBR 020400Z 02007KT 9999 BKN008 SCT025 BKN100 19/17 Q1018;",
"83378099999","2010-01-02T05:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","030,1,N,0026,1","00210,1,C,N","011265,1,N,1","+0200,1","+0170,1","99999,9",,,,,"07,5,+00210,1,99,9","07,5,+03000,1,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10169,1,99999,9",,,,,,,"MET058METAR SBBR 020500Z 03005KT 9999 BKN007 BKN100 20/17 Q1017;",
"83378099999","2010-01-02T06:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","SY-MT","SBBR ","V020","360,1,N,0010,1","03000,1,C,N","020000,1,N,1","+0195,1","+0171,1","99999,9","06,0030,9,1",,,,"07,5,+03000,5,99,9","07,1,+03000,1,99,9",,,"06,99,1,05,1,06,1,00250,1,01,1,00,1",,"10159,1,08948,1","9,9,999,9,+011,1","3,1510,9",,,,,"SYN076AAXX  02064 83378 22370 63602 10195 20171 38948 48510 85610 333 58011 60031;MET057METAR SBBR 020600Z 35002KT 9999 SCT07 BKN100 20/17 Q1016;",
"83378099999","2010-01-02T07:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","040,1,N,0031,1","03000,1,C,N","011265,1,N,1","+0200,1","+0170,1","99999,9",,,,,"02,5,+02700,1,99,9","07,5,+03000,1,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10159,1,99999,9",,,,,,,"MET058METAR SBBR 020700Z 04006KT 9999 FEW090 BKN100 20/17 Q1016;",
"83378099999","2010-01-02T08:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","030,1,N,0026,1","03000,1,C,N","011265,1,N,1","+0200,1","+0170,1","99999,9",,,,,"02,5,+00450,1,99,9","07,5,+03000,1,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10159,1,99999,9",,,,,,,"MET058METAR SBBR 020800Z 03005KT 9999 FEW015 BKN100 20/17 Q1016;",
"83378099999","2010-01-02T09:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","040,1,N,0026,1","03000,1,C,N","011265,1,N,1","+0200,1","+0170,1","99999,9",,,,,"02,5,+00450,1,99,9","07,5,+03000,1,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10169,1,99999,9",,,,,,,"MET058METAR SBBR 020900Z 04005KT 9999 FEW015 BKN100 20/17 Q1017;",
"83378099999","2010-01-02T09:45:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-16","SBBR ","V020","030,1,N,0041,1","00450,1,C,N","011265,1,N,1","+0200,1","+0170,1","99999,9",,,,,"07,5,+00450,1,99,9","07,5,+03000,1,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10169,1,99999,9",,,,,,,"MET058SPECI SBBR 020945Z 03008KT 9999 BKN015 BKN100 20/17 Q1017;",
"83378099999","2010-01-02T10:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","030,1,N,0041,1","00450,1,C,N","011265,1,N,1","+0200,1","+0170,1","99999,9",,,,,"07,5,+00450,1,99,9","07,5,+03000,1,99,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,"10180,1,99999,9",,,,,,,"MET058METAR SBBR 021000Z 03008KT 9999 BKN015 BKN100 20/17 Q1018;",
"83378099999","2010-01-02T11:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","030,1,N,0036,1","99999,9,C,N","011265,1,N,1","+0220,1","+0170,1","99999,9",,,,,"04,5,+00390,1,99,9","04,5,+03000,1,99,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"10180,1,99999,9",,,,,,,"MET058METAR SBBR 021100Z 03007KT 9999 SCT013 SCT100 22/17 Q1018;","P01 030003SCOCIG"
"83378099999","2010-01-02T12:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","SY-MT","SBBR ","V020","030,1,N,0057,1","00510,1,C,N","020000,1,N,1","+0227,1","+0166,1","99999,9","99,6840,9,2",,,,"07,5,+00510,1,99,9","04,5,+03000,1,99,9",,,"07,99,1,06,1,05,1,00450,1,03,1,09,1","240,N,+0195,1","10190,1,08967,1","9,9,999,9,+015,1","3,1520,9",,,,,"SYN081AAXX  02124 83378 22470 70311 10227 20166 38967 48520 86539 333 20195 58015 6684;MET058METAR SBBR 021200Z 03011KT 9999 BKN017 SCT100 23/17 Q1019;",
"83378099999","2010-01-02T13:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","040,1,N,0051,1","99999,9,C,N","011265,1,N,1","+0240,1","+0170,1","99999,9",,,,,"04,5,+00600,1,99,9","04,5,+03000,1,99,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"10190,1,99999,9",,,,,,,"MET058METAR SBBR 021300Z 04010KT 9999 SCT020 SCT100 24/17 Q1019;","P01 030003SCOCIG"
"83378099999","2010-01-02T14:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","030,1,N,0051,1","00900,1,C,N","011265,1,N,1","+0250,1","+0160,1","99999,9",,,,,"07,5,+00900,1,99,9","04,5,+03000,1,99,9",,,,,"10190,1,99999,9",,,,,,,"MET058METAR SBBR 021400Z 03010KT 9999 BKN030 SCT100 25/16 Q1019;","Q01+000042SCOTCV"
"83378099999","2010-01-02T15:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","030,1,N,0062,1","00900,1,C,N","011265,1,N,1","+0260,1","+0160,1","99999,9",,,,,"07,5,+00900,1,99,9","04,5,+03000,1,99,9",,,,,"10180,1,99999,9",,,,,,,"MET058METAR SBBR 021500Z 03012KT 9999 BKN030 SCT100 26/16 Q1018;","Q01+000042SCOTCV"
"83378099999","2010-01-02T16:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","030,1,N,0072,1","00900,1,C,N","011265,1,N,1","+0260,1","+0150,1","99999,9",,,,,"07,5,+00900,1,99,9","04,5,+03000,1,99,9",,,,,"10180,1,99999,9",,,,,,,"MET058METAR SBBR 021600Z 03014KT 9999 BKN030 SCT100 26/15 Q1018;","Q01+000042SCOTCV"
"83378099999","2010-01-02T17:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","050,1,N,0087,1","00900,1,C,N","011265,1,N,1","+0270,1","+0160,1","99999,9",,,,,"07,5,+00900,1,99,9","02,5,+01050,1,02,5","04,5,+03000,1,99,9",,,,"10169,1,99999,9",,,,,,,"MET068METAR SBBR 021700Z 05017KT 9999 BKN030 FEW035TCU SCT100 27/16 Q1017;","Q01+000042SCOTCV"
"83378099999","2010-01-02T18:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","SY-MT","SBBR ","V020","030,1,N,0072,1","22000,1,9,N","020000,1,N,1","+0284,1","+0137,1","99999,9",,,,,"04,5,+01050,1,99,9",,,,"05,99,1,99,9,99,9,01250,1,99,9,99,9",,"10159,1,08944,1","9,9,999,9,+023,1","3,1510,9",,,,,"SYN064AAXX  02184 83378 32670 50314 10284 20137 38944 48510 333 58023;MET051METAR SBBR 021800Z 03014KT 9999 SCT035 28/14 Q1016;",
"83378099999","2010-01-02T19:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","040,1,N,0067,1","22000,1,9,N","011265,1,N,1","+0270,1","+0140,1","99999,9",,,,,"04,5,+01050,1,99,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"10159,1,99999,9",,,,,,,"MET051METAR SBBR 021900Z 04013KT 9999 SCT035 27/14 Q1016;",
"83378099999","2010-01-02T20:00:00","4","-15.862583","-47.912666","1060.39","PRESIDENTE JUSCELINO KUBITSCHEK, BR","FM-15","SBBR ","V020","040,1,N,0041,1","22000,1,9,N","011265,1,N,1","+0270,1","+0150,1","99999,9",,,,,"04,5,+01050,1,99,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"10149,1,99999,9",,,,,,,"MET051METAR SBBR 022000Z 04008KT 9999 SCT035 27/15 Q1015;",
