"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","ED1","GA1","GA2","GA3","GA4","GE1","GF1","KA1","MA1","MW1","MW2","MW3","OC1","REM","EQD"
"83075099999","2018-01-02T14:26:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-16","99999","V020","320,1,N,0077,1","03048,1,9,N","009999,1,9,9","+0260,1","+0200,1","99999,9",,"04,1,+00914,1,99,9","07,1,+03048,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9",,"10110,1,99999,9","61,1",,,"0129,1","MET065SPECI SBGR 021426Z 32015G25KT 9999 -RA SCT030 BKN100 26/20 Q1011=",
"83075099999","2018-01-02T15:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","310,1,N,0067,1","03048,1,9,N","009999,1,9,9","+0260,1","+0200,1","99999,9",,"04,1,+02743,1,99,9","07,1,+03048,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,02743,1,99,9,99,9",,"10110,1,99999,9",,,,,"MET058METAR SBGR 021500Z 31013KT 9999 SCT090 BKN100 26/20 Q1011=",
"83075099999","2018-01-02T16:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","320,1,N,0067,1","01219,1,C,N","009999,1,9,9","+0280,1","+0210,1","99999,9",,"07,1,+01219,1,99,9",,,,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,01219,1,99,9,99,9",,"10100,1,99999,9",,,,,"MET051METAR SBGR 021600Z 32013KT 9999 BKN040 28/21 Q1010=",
"83075099999","2018-01-02T16:10:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-16","99999","V020","310,1,N,0088,1","99999,9,9,N","009999,1,9,9","+0270,1","+0210,1","99999,9",,"04,1,+00914,1,99,9","02,1,+01067,1,08,1",,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9",,"10100,1,99999,9",,,,"0154,1","MET064SPECI SBGR 021610Z 31017G30KT 9999 SCT030 FEW035TCU 27/21 Q1010=",
"83075099999","2018-01-02T17:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","270,1,N,0041,1","02438,1,9,N","009999,1,9,9","+0240,1","+0220,1","99999,9",,"04,1,+00914,1,99,9","02,1,+01067,1,08,1","07,1,+02438,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9",,"10090,1,99999,9",,,,,"MET068METAR SBGR 021700Z 27008KT 9999 SCT030 FEW035TCU BKN080 24/22 Q1009=",
"83075099999","2018-01-02T18:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","320,1,N,0057,1","02438,1,9,N","009999,1,9,9","+0270,1","+0220,1","99999,9",,"04,1,+00914,1,99,9","07,1,+02438,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9",,"10080,1,99999,9",,,,,"MET058METAR SBGR 021800Z 32011KT 9999 SCT030 BKN080 27/22 Q1008=",
"83075099999","2018-01-02T19:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","310,1,N,0046,1","99999,9,9,Y","999999,9,9,9","+0280,1","+0210,1","99999,9",,,,,,,,,"10080,1,99999,9",,,,,"MET045METAR SBGR 021900Z 31009KT CAVOK 28/21 Q1008=",
"83075099999","2018-01-02T20:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","310,1,N,0051,1","02438,1,9,N","009999,1,9,9","+0270,1","+0210,1","99999,9",,"04,1,+00914,1,99,9","07,1,+02438,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9",,"10080,1,99999,9",,,,,"MET058METAR SBGR 022000Z 31010KT 9999 SCT030 BKN080 27/21 Q1008=",
"83075099999","2018-01-02T21:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","310,1,N,0041,1","99999,9,9,N","009999,1,9,9","+0270,1","+0210,1","99999,9",,"04,1,+00914,1,99,9",,,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9",,"10080,1,99999,9",,,,,"MET051METAR SBGR 022100Z 31008KT 9999 SCT030 27/21 Q1008=",
"83075099999","2018-01-02T22:00:00","4","-23.432075","-46.469511","749.5","GUARULHOS, BR","FM-15","99999","V020","290,1,N,0031,1","99999,9,9,N","009999,1,9,9","+0250,1","+0220,1","99999,9",,"04,1,+00914,1,99,9","02,1,+01524,1,08,1",,,"9,MSL   ,+99999,+99999","99,99,9,04,1,99,9,00914,1,99,9,99,9",,"10080,1,99999,9","16,1",,,,"MET066METAR SBGR 022200Z 29006KT 9999 VCSH SCT030 FEW050TCU 25/22 Q1008=",
